Age,disuti_M,disuti_L,disuti_U,QL00_M,QL00_L,QL00_U,QL15_M,QL15_L,QL15_U,QL35_M,QL35_L,QL35_U,Batch
70,0.4056866056508996,0.39456443107786393,0.4171010888901683,0.11820273361962935,0.1079724371117467,0.130843536062522,0.11805215148870987,0.10783756670756298,0.1306558483109635,0.11785113457070742,0.10766141704721731,0.13041075830922766,0.7844540746882558
75,0.42825698663299155,0.41461412451341345,0.44306858994725584,0.12452441524378588,0.11347923463143393,0.1385793779460227,0.12433355820972933,0.11331272008869508,0.1383684418584867,0.12408268603640671,0.11309532936701717,0.1380930661513424,0.7844540746882558
80,0.45212640321214825,0.4341403609710222,0.4728160283428496,0.13126595528331886,0.11914356238722129,0.14635835764419458,0.13102900977906076,0.11894739904522826,0.14608951217618774,0.13072257558293846,0.11869145712800507,0.14573343317101847,0.7844540746882558
85,0.4774856090205202,0.45356910784600113,0.5052118778261786,0.13848235918318536,0.1243659582449294,0.15533043011915218,0.13819837723545425,0.12414703814684634,0.15496295526991172,0.13784581628066905,0.12387387122385574,0.15448408324736618,0.7844540746882558
90,0.5045764862652065,0.47300088136122453,0.5404057700636546,0.14579033485096043,0.13000110544672522,0.16511941287772683,0.14546612804202522,0.12973455252038396,0.16471335035351134,0.14502683573037234,0.12938732269158365,0.16418436188928215,0.7844540746882558
50,0.3268926991938603,0.3098833826220894,0.34413971318620273,0.10475035767791163,0.09456127881386399,0.1164001126460476,0.10467438902187087,0.09450018234264809,0.11629662116019736,0.10457200713724432,0.09442025571388139,0.11616130230603003,0.4539578827098012
55,0.3450556074512009,0.33112404342669416,0.35958385701550727,0.11035987250915662,0.1001036759211261,0.12210042564629824,0.11026221613739944,0.10001872539799622,0.12199747302917444,0.11013046644062816,0.09990773199562357,0.12186285021188373,0.4539578827098012
60,0.36405945812572926,0.35247108533636506,0.37636124650296493,0.11624109319074094,0.10576885376314654,0.12818723146651653,0.11613177960868773,0.1056723369045998,0.12807001731969528,0.11598269480714885,0.10554617155624417,0.12789742583516364,0.4539578827098012
65,0.3841023180970899,0.3743376134855006,0.39479801311033824,0.12247383088679675,0.11145368865682119,0.1350934702740601,0.12233310524922657,0.11133242437525737,0.134924163234372,0.12214657058930387,0.11117395903905661,0.13470312450449806,0.4539578827098012
70,0.4054192872218917,0.3951037993858919,0.41684165465085116,0.12903462868721907,0.1174358474964414,0.1424339046575654,0.12885990213085294,0.11728209849815704,0.142241494131558,0.12863170246065278,0.11708130555273055,0.1419882057065899,0.4539578827098012
